tenant_id,full_name,email,phone,city,property_type,preferred_language,tenant_age,lease_start_date,lease_end_date,lease_duration_months,days_to_expiry,years_at_property,monthly_rent,rent_increase_pct,market_rent_ratio,nearby_vacancy_rate,late_payments,missed_payments,avg_days_late,payment_consistency,maintenance_requests,unresolved_issues,avg_resolution_days,engagement_score,satisfaction_score,complaints_filed,response_rate,portal_logins_last_30d,communication_score,sentiment_score,will_not_renew
T00105,Jayan Agarwal,saira59@example.net,08250526191,Bangalore,Commercial,Hindi,43,2022-12-08,2024-11-27,24,149,1.6,54612,12.7,0.898,0.083,5,6,24.3,0.15,1,0,8.4,0.316,5.6,1,0.772,3,0.797,-0.452,1
T00106,Yasmin Badal,pmall@example.net,7428938342,Delhi,Commercial,Hindi,56,2023-01-02,2023-07-01,6,-366,1.5,17296,14.3,0.749,0.04,2,1,14.7,0.789,4,4,10.7,0.514,5.9,2,0.827,2,0.838,0.102,0
T00107,Shalv Arora,ladanay@example.com,9427512553,Delhi,3BHK,English,35,2023-03-01,2024-02-24,12,-128,1.3,16058,5.5,1.084,0.03,4,6,24.1,0.059,6,4,5.2,0.338,4.2,0,0.651,2,0.683,-0.626,1
T00108,Renee Rout,diya61@example.com,+911133243240,Kolkata,Apartment,Telugu,59,2023-06-01,2024-05-26,12,-36,1.1,38833,6.6,1.393,0.035,2,0,8.5,0.857,4,1,4.5,0.374,7.6,1,0.828,6,0.789,0.012,0
T00109,Nishith Sodhi,lavanya84@example.com,+916109629905,Kolkata,Villa,Kannada,33,2022-03-02,2023-02-25,12,-492,2.3,63797,7.0,1.059,0.104,4,6,19.4,0.448,4,2,14.6,0.339,5.8,2,0.583,2,0.896,-0.188,0
T00110,Vivaan Yohannan,saanviben@example.com,+916151780232,Delhi,Studio,Kannada,41,2023-03-29,2024-03-23,12,-100,1.3,12630,3.9,1.191,0.107,1,7,25.9,0.062,4,3,8.1,0.0,2.8,2,0.488,0,0.262,-0.55,1
T00111,Shamik D’Alia,toorpari@example.org,7204305177,Chennai,Studio,Telugu,48,2021-02-03,2022-01-29,12,-884,3.4,28204,1.4,1.357,0.138,10,13,18.5,0.143,4,2,10.8,0.224,5.2,1,0.608,0,0.631,-0.063,1
T00112,Farhan Dhaliwal,saira72@example.net,0236185138,Chennai,Commercial,Telugu,64,2022-12-27,2023-06-25,6,-372,1.5,25027,9.7,0.776,0.117,3,7,24.5,0.105,6,0,6.5,0.046,8.1,1,0.799,2,0.727,0.137,1
T00113,Veer Bedi,jayeshsachar@example.com,9147772012,Chennai,3BHK,English,24,2022-09-21,2024-09-10,24,71,1.8,41947,4.5,0.739,0.199,3,2,16.6,0.682,3,0,13.3,0.703,7.8,0,0.874,2,0.777,0.051,0
T00114,Hridaan Shukla,armaanghose@example.net,04964537256,Kolkata,3BHK,Tamil,33,2021-12-15,2022-06-13,6,-749,2.5,46005,4.6,1.256,0.102,6,13,24.5,0.0,6,0,5.9,0.032,3.9,2,0.523,2,0.596,-0.451,1
T00115,Rania Bhatti,bbumb@example.org,06517143428,Kolkata,Apartment,Telugu,60,2022-08-29,2023-02-25,6,-492,1.8,22965,13.2,0.757,0.021,3,0,5.3,0.87,2,1,3.6,0.883,7.4,2,0.873,8,0.976,1.0,0
T00116,Madhav Mane,tejas74@example.org,01313810050,Pune,3BHK,Tamil,31,2021-10-18,2022-10-13,12,-627,2.7,24632,8.1,0.811,0.025,3,4,22.4,0.667,2,1,12.0,0.301,6.7,1,0.633,8,0.742,-0.009,0
T00117,Ira Mahajan,stuvan13@example.net,04888511202,Pune,3BHK,Telugu,34,2021-03-14,2021-09-10,6,-1025,3.3,50725,14.2,1.34,0.182,5,6,18.7,0.585,5,2,14.9,0.487,7.5,0,0.782,4,1.0,-0.005,1
T00118,Oorja Wali,ubabu@example.net,06429036724,Chennai,3BHK,Telugu,52,2023-01-22,2025-01-11,24,194,1.4,77615,10.4,1.072,0.073,3,11,20.9,0.0,3,1,14.1,0.031,3.0,5,0.499,0,0.401,-0.996,1
T00119,Renee Rout,sankaranrohan@example.net,2298042377,Hyderabad,Commercial,English,61,2022-12-16,2024-12-05,24,157,1.5,35151,10.2,0.894,0.031,2,6,27.5,0.263,4,1,7.5,0.244,4.0,4,0.576,1,0.718,-0.55,1
T00120,Prisha Anne,tejas73@example.com,03753586138,Pune,Commercial,Hindi,50,2021-05-06,2022-05-01,12,-792,3.2,77842,6.8,0.816,0.186,4,8,20.8,0.487,3,2,9.9,0.616,8.0,1,0.705,3,0.871,0.134,1
T00121,Uthkarsh Karpe,latajiya@example.com,09789534955,Mumbai,Villa,Tamil,37,2021-10-20,2022-04-18,6,-805,2.7,28117,0.8,1.149,0.125,3,7,26.0,0.485,4,1,8.6,0.054,6.1,1,0.603,2,0.666,-0.159,1
T00122,Samiha Banerjee,xverma@example.net,01415572648,Hyderabad,3BHK,Kannada,47,2021-01-24,2021-07-23,6,-1074,3.4,19452,0.4,0.702,0.067,8,1,12.8,0.762,0,0,13.1,1.0,8.5,0,0.788,8,0.705,0.378,0
T00123,Pranay Barad,elayogi@example.com,+918360347998,Bangalore,Apartment,Telugu,33,2023-05-05,2025-04-24,24,297,1.2,45707,0.8,0.953,0.135,3,6,21.0,0.0,3,2,13.3,0.145,4.2,4,0.489,1,0.39,-0.63,1
T00124,Nishith Gara,hansh06@example.org,2515260842,Hyderabad,Studio,English,60,2022-10-17,2023-04-15,6,-443,1.7,32018,12.0,0.992,0.185,5,0,10.4,0.762,0,0,11.4,0.695,9.8,1,0.797,4,0.8,0.021,0
T00125,Tushar Kar,ymahajan@example.net,+916679539944,Bangalore,2BHK,Hindi,30,2021-05-15,2021-11-11,6,-963,3.1,48838,10.9,0.869,0.123,0,0,0.0,1.0,2,0,13.8,1.0,8.9,0,1.0,10,1.0,1.0,0
T00126,Vardaniya Mammen,dasguptanirvi@example.net,01912020215,Mumbai,2BHK,Kannada,22,2021-08-11,2023-08-01,24,-335,2.9,30514,7.4,0.774,0.099,0,0,0.0,1.0,1,0,12.0,1.0,8.4,0,1.0,6,1.0,1.0,0
T00127,Pranay Sandal,sumersethi@example.net,07504642834,Mumbai,3BHK,Kannada,28,2021-03-29,2021-09-25,6,-1010,3.3,60510,14.9,1.316,0.041,5,8,20.2,0.475,2,1,11.3,0.41,4.2,3,0.84,5,0.699,-0.744,1
T00128,Mishti Aurora,aniruddh74@example.com,07626677596,Mumbai,Commercial,Tamil,53,2021-02-06,2021-08-05,6,-1061,3.4,47720,1.5,1.042,0.144,7,3,12.2,0.69,0,0,9.3,0.648,7.8,1,0.791,3,0.659,0.09,0
T00129,Siya Srivastava,ebrar@example.org,00906197214,Kolkata,Villa,Tamil,61,2022-05-24,2024-05-13,24,-49,2.1,52504,11.5,0.826,0.023,3,0,7.7,0.885,1,0,9.0,0.841,9.5,2,0.819,8,0.781,0.457,0
T00130,Mehul Contractor,zbiswas@example.com,06841730257,Kolkata,Villa,Hindi,62,2021-08-07,2023-07-28,24,-339,2.9,69249,13.5,0.985,0.085,5,7,19.8,0.472,3,0,4.1,0.137,6.2,1,0.679,1,0.47,-0.398,1
T00131,Devansh Choudhary,myra67@example.org,5477620595,Kolkata,Villa,Tamil,29,2021-04-03,2022-03-29,12,-825,3.2,26423,12.9,0.972,0.184,6,9,21.5,0.4,3,1,16.7,0.164,6.8,5,0.816,3,0.88,-0.832,1
T00132,Shanaya Hayre,vswaminathan@example.org,00243317391,Delhi,Studio,Telugu,62,2021-04-03,2021-09-30,6,-1005,3.2,29001,12.0,0.839,0.095,3,0,9.3,0.925,3,0,8.5,1.0,8.1,0,0.795,7,0.765,0.021,0
T00133,Reyansh Kar,qtank@example.org,2198769468,Mumbai,Apartment,Kannada,63,2022-01-22,2024-01-12,24,-171,2.4,11010,3.5,1.016,0.065,4,0,6.0,0.867,2,0,4.4,0.931,10.0,0,1.0,4,0.983,0.297,0
T00134,Priyansh Bassi,dishani80@example.org,09774953292,Kolkata,2BHK,Tamil,46,2022-04-26,2022-10-23,6,-617,2.2,60108,14.6,0.897,0.085,4,0,10.2,0.852,3,0,7.1,0.807,9.3,0,1.0,6,1.0,0.798,0
T00135,Ahana  Dhawan,zsankar@example.com,3799617091,Kolkata,2BHK,Hindi,49,2021-09-27,2023-09-17,24,-288,2.8,75760,0.4,1.177,0.143,4,4,18.6,0.647,2,2,8.6,0.797,7.8,0,0.692,4,0.504,-0.09,0
T00136,Yakshit Arora,lcherian@example.org,01395358297,Mumbai,Apartment,Telugu,64,2023-05-08,2024-05-02,12,-60,1.2,18625,0.3,0.846,0.09,2,10,28.8,0.0,2,1,7.0,0.172,3.3,5,0.598,0,0.544,-1.0,1
T00137,Khushi Dey,mannanika@example.org,5909096327,Mumbai,Apartment,Telugu,49,2022-10-25,2024-10-14,24,105,1.7,47131,4.4,1.006,0.183,1,2,29.3,0.762,2,0,11.9,0.696,8.2,2,0.715,2,0.666,0.107,0
T00138,Elakshi Kata,priyanshmangat@example.com,+918417352596,Hyderabad,3BHK,Kannada,25,2021-11-04,2022-05-03,6,-790,2.7,46729,10.4,1.308,0.194,1,0,5.0,0.97,0,0,8.6,0.884,9.6,1,0.938,3,1.0,1.0,0
T00139,Elakshi Yohannan,nbumb@example.net,+910672905826,Hyderabad,Commercial,Telugu,41,2022-05-14,2023-05-09,12,-419,2.1,55281,8.9,1.088,0.072,2,6,26.6,0.462,3,1,12.2,0.302,3.1,2,0.794,2,0.499,-0.428,1
T00140,Seher Dasgupta,zbali@example.net,00483630118,Kolkata,3BHK,English,55,2022-09-19,2024-09-08,24,69,1.8,38396,12.7,1.135,0.071,3,5,24.6,0.409,3,2,14.8,0.423,5.1,4,0.56,3,0.781,-0.58,1
T00141,Nirvaan Comar,siya49@example.net,06413892673,Mumbai,Studio,Tamil,60,2022-11-15,2023-11-10,12,-234,1.6,34146,0.8,1.362,0.164,4,5,19.3,0.3,6,2,16.4,0.435,3.1,2,0.588,1,0.583,0.141,1
T00142,Adira Sharma,annedivit@example.net,+916771759256,Hyderabad,Apartment,Kannada,28,2023-03-12,2025-03-01,24,243,1.3,13501,10.0,0.806,0.156,2,7,24.8,0.0,2,0,12.4,0.0,4.0,4,0.562,0,0.517,-1.0,1
T00143,Ryan Chada,sekhonela@example.net,5410333772,Kolkata,3BHK,Telugu,51,2021-08-22,2022-02-18,6,-864,2.9,62186,10.9,1.218,0.043,7,8,18.3,0.343,1,0,8.4,0.62,7.8,2,0.877,1,0.82,0.486,0
T00144,Urvi Dayal,divijborde@example.com,+915551287991,Hyderabad,2BHK,English,23,2022-07-20,2023-07-15,12,-352,2.0,28975,12.2,1.101,0.045,0,0,0.0,1.0,0,0,10.1,0.901,9.8,0,0.893,7,0.886,1.0,0
T00145,Samarth Chakrabarti,kamdardivij@example.org,07977990309,Chennai,2BHK,Kannada,34,2023-01-26,2023-07-25,6,-342,1.4,75692,2.2,0.789,0.148,2,0,10.0,0.889,4,2,8.6,0.78,6.9,2,0.995,5,0.764,0.642,0
T00146,Bhamini Dalal,salvihimmat@example.com,+919993608817,Mumbai,3BHK,English,32,2021-05-01,2023-04-21,24,-437,3.2,70043,13.0,1.195,0.123,4,10,22.8,0.385,3,2,12.3,0.307,6.0,6,0.514,2,0.549,-0.984,1
T00147,Sumer Deshmukh,shaanreddy@example.org,2144672526,Hyderabad,Villa,Kannada,27,2022-12-26,2023-12-21,12,-193,1.5,24224,14.7,1.079,0.071,4,7,20.9,0.053,6,1,7.3,0.386,4.6,2,0.57,1,0.646,-0.222,1
T00148,Dhanuk Bhandari,sundaramanvi@example.net,0837473230,Mumbai,Apartment,Tamil,23,2022-02-22,2024-02-12,24,-140,2.4,50636,2.1,1.078,0.05,2,0,13.0,0.931,2,1,9.2,1.0,7.1,0,0.987,7,0.661,0.721,0
T00149,Aayush Yohannan,ravijivin@example.com,02515846732,Bangalore,Apartment,Telugu,61,2022-03-10,2024-02-28,24,-124,2.3,8131,10.4,1.153,0.02,5,0,6.0,0.828,2,0,15.0,0.664,9.2,1,0.863,7,0.862,-0.08,0
T00150,Samaira Chahal,dwali@example.net,2753567564,Pune,Villa,Telugu,56,2022-02-28,2024-02-18,24,-134,2.3,72091,7.4,1.086,0.139,4,9,25.1,0.241,0,0,6.9,0.375,5.7,2,0.573,1,0.797,-0.495,1
T00151,Yuvaan Sani,priyansh16@example.org,6294013782,Hyderabad,Studio,Kannada,30,2022-11-30,2024-11-19,24,141,1.6,16566,13.8,1.073,0.077,5,5,17.9,0.25,6,1,10.3,0.39,6.0,2,0.712,3,0.671,-0.229,1
T00152,Anahita De,nsahota@example.net,09232943123,Pune,Studio,English,37,2023-04-08,2023-10-05,6,-270,1.2,63550,1.9,1.382,0.185,1,3,29.2,0.562,3,1,6.3,0.205,3.0,4,0.497,2,0.694,-0.4,1
T00153,Ira Chaudhari,manjari70@example.net,05252557145,Chennai,Studio,Telugu,25,2023-05-19,2025-05-08,24,311,1.1,16126,14.1,1.248,0.102,0,0,0.0,1.0,4,1,7.9,0.709,5.4,0,0.745,3,0.718,0.228,0
T00154,Prisha Thaker,kabir48@example.com,+919888169785,Chennai,Commercial,Kannada,30,2022-09-02,2024-08-22,24,52,1.8,33377,3.0,1.336,0.161,2,0,11.0,0.913,4,1,8.1,0.984,10.0,1,0.778,8,0.861,0.908,0
T00155,Indrans Roy,diyajain@example.net,7130801698,Pune,Villa,Kannada,43,2022-11-15,2023-11-10,12,-234,1.6,69263,9.5,1.339,0.085,3,3,19.5,0.55,2,0,2.8,0.539,8.6,1,0.897,7,0.955,0.583,0
T00156,Chirag Jani,deovihaan@example.net,06088216910,Pune,Studio,Kannada,37,2021-08-13,2022-08-08,12,-693,2.9,52540,11.9,1.13,0.05,7,0,8.1,0.806,2,1,9.0,0.7,7.0,1,0.8,5,0.821,-0.032,0
T00157,Jayan Bhatti,ganand@example.net,7660310799,Delhi,3BHK,Telugu,33,2022-10-23,2024-10-12,24,103,1.7,76012,6.4,1.027,0.094,3,1,13.2,0.762,1,0,8.7,0.494,8.3,1,0.67,4,0.851,0.389,0
T00158,Aarav Dugal,tiyatandon@example.net,3599858103,Mumbai,2BHK,Hindi,27,2021-07-03,2022-06-28,12,-734,3.0,17946,4.7,0.831,0.159,2,2,23.0,0.838,0,0,13.1,0.494,7.4,1,0.649,4,0.551,0.439,0
T00159,Shray Rattan,babutrisha@example.org,02047401641,Bangalore,Commercial,Hindi,30,2021-08-03,2022-07-29,12,-703,2.9,11945,2.6,1.302,0.094,5,8,20.3,0.417,3,1,7.5,0.271,4.8,3,0.764,2,0.715,-0.176,1
T00160,Lakshit Amble,saanvibajaj@example.org,5569134448,Chennai,3BHK,Tamil,35,2022-05-05,2024-04-24,24,-68,2.2,35063,10.5,0.767,0.146,6,2,13.6,0.63,3,0,6.0,0.524,5.5,1,0.66,5,0.567,0.326,0
T00161,Piya Warrior,settyshaan@example.org,6069611457,Pune,Commercial,English,35,2021-06-11,2022-06-06,12,-756,3.1,46258,6.6,0.825,0.149,0,0,0.0,1.0,1,0,10.9,1.0,10.0,0,1.0,9,0.987,1.0,0
T00162,Sara Divan,ivanakade@example.net,+911790440743,Kolkata,Commercial,Telugu,41,2021-02-18,2023-02-08,24,-509,3.4,21473,2.6,1.371,0.128,3,4,18.1,0.732,2,1,16.0,0.442,7.9,0,0.853,3,1.0,0.17,0
T00163,Shlok Sathe,dhawanrasha@example.net,7307103138,Pune,Villa,Hindi,33,2022-12-15,2023-12-10,12,-204,1.5,25423,11.1,0.93,0.07,3,8,23.7,0.0,7,0,8.6,0.349,3.7,1,0.312,1,0.3,-1.0,1
T00164,Dhanush Devan,sakshamgolla@example.net,07307029203,Kolkata,2BHK,Tamil,43,2022-03-01,2024-02-19,24,-133,2.3,11105,5.4,0.964,0.105,3,4,17.6,0.621,1,1,16.2,0.28,7.0,3,0.93,6,0.374,0.149,0
T00165,Parinaaz Cherian,srivastavapranay@example.org,7923044700,Bangalore,Studio,English,46,2022-09-17,2024-09-06,24,67,1.8,71176,1.1,1.319,0.199,0,2,34.5,0.818,1,0,8.2,0.57,6.1,1,0.683,5,1.0,0.733,0
T00166,Ishita Ratta,lbedi@example.org,9691092528,Delhi,Villa,Kannada,53,2023-02-21,2024-02-16,12,-136,1.4,53688,9.7,1.342,0.092,1,0,6.0,0.941,2,0,9.6,1.0,10.0,1,0.862,11,1.0,0.748,0
T00167,Darshit Sheth,aaina57@example.net,3283252754,Mumbai,3BHK,Telugu,38,2021-03-24,2023-03-14,24,-475,3.3,29734,0.1,0.886,0.192,8,8,20.6,0.4,4,2,4.8,0.522,6.0,1,0.539,6,0.73,-0.324,1
T00168,Biju Subramanian,nehmat87@example.net,09484276204,Kolkata,Apartment,Kannada,55,2021-08-05,2023-07-26,24,-341,2.9,57239,7.3,1.217,0.163,3,0,13.7,0.917,0,0,12.6,0.73,10.0,0,0.948,5,0.931,0.728,0
T00169,Elakshi Verma,satheindranil@example.org,2310370551,Kolkata,Villa,Telugu,40,2022-05-03,2024-04-22,24,-70,2.2,21166,9.5,1.044,0.163,4,1,15.4,0.778,3,1,11.4,0.865,7.1,3,0.711,4,0.533,0.267,0
T00170,Rania Bath,siyarau@example.org,02766768920,Pune,2BHK,Telugu,63,2022-09-08,2023-03-07,6,-482,1.8,57415,4.7,1.271,0.073,2,4,27.3,0.565,3,1,12.5,0.517,5.6,2,0.686,1,1.0,-0.003,1
T00171,Advika Korpal,batrayasmin@example.net,02478868993,Mumbai,Commercial,Tamil,64,2022-11-28,2023-11-23,12,-221,1.6,45144,14.8,1.161,0.173,3,0,3.7,0.85,5,1,2.8,0.844,8.0,2,0.791,7,0.902,0.983,0
T00172,Nitara Malhotra,barmandishani@example.org,08023335095,Delhi,3BHK,English,55,2022-11-26,2023-11-21,12,-223,1.6,59257,14.3,0.999,0.171,5,0,7.2,0.75,0,0,12.1,0.652,6.3,1,0.762,5,0.916,0.38,0
T00173,Shamik Sur,onkar72@example.com,03171083595,Bangalore,Studio,English,54,2021-04-09,2022-04-04,12,-819,3.2,14877,6.7,0.92,0.027,9,20,24.5,0.0,5,2,14.2,0.295,4.9,1,0.534,0,0.522,-1.0,1
T00174,Ritvik Jani,charvisridhar@example.org,+915914456421,Chennai,Apartment,Hindi,45,2021-09-20,2022-03-19,6,-835,2.8,74341,3.1,1.141,0.068,2,0,4.5,0.941,1,0,7.4,0.813,10.0,0,0.905,8,1.0,0.781,0
T00175,Divit Kota,chanaraunak@example.net,06976876674,Pune,2BHK,Kannada,32,2022-10-24,2023-04-22,6,-436,1.7,75033,5.2,1.101,0.071,1,6,22.7,0.381,2,1,11.0,0.509,4.6,3,0.699,3,0.62,-0.158,1
T00176,Nakul Ganesh,ela89@example.net,+916829621507,Mumbai,2BHK,Kannada,60,2021-11-22,2022-11-17,12,-592,2.6,77688,1.3,0.9,0.187,0,0,0.0,1.0,2,1,9.5,1.0,10.0,0,1.0,11,1.0,1.0,0
T00177,Ishita Chadha,pdubey@example.net,5721341667,Pune,Commercial,Telugu,53,2021-01-11,2022-01-06,12,-907,3.5,25881,6.0,0.706,0.098,7,12,23.9,0.279,2,1,11.0,0.17,4.8,5,0.502,1,0.79,-0.336,1
T00178,Miraan Devi,rashaagrawal@example.org,+911653039176,Bangalore,Apartment,Hindi,36,2022-02-25,2022-08-24,6,-677,2.3,28398,0.2,1.179,0.029,3,11,23.6,0.138,1,0,7.2,0.276,5.4,3,0.504,1,0.647,-0.421,1
T00179,Samaira Swamy,issacelakshi@example.org,0440888380,Pune,Apartment,Telugu,40,2022-03-16,2024-03-05,24,-118,2.3,64928,1.7,0.955,0.19,5,7,19.8,0.321,1,0,8.0,0.122,4.4,1,0.556,0,0.607,-0.548,1
T00180,Kashvi Gola,esaha@example.org,04221556615,Chennai,Apartment,Tamil,40,2021-07-06,2022-01-02,6,-911,3.0,50157,0.3,1.119,0.145,6,17,26.7,0.0,6,2,17.3,0.0,4.7,1,0.595,2,0.714,-0.76,1
T00181,Drishya Behl,ssura@example.net,+911481093349,Chennai,Villa,Telugu,53,2021-02-16,2023-02-06,24,-511,3.4,32928,3.3,1.376,0.052,5,0,7.4,0.881,1,0,9.6,0.848,9.4,0,1.0,9,0.68,1.0,0
T00182,Neelofar Shanker,divij59@example.com,+914980669082,Chennai,Villa,Hindi,62,2023-03-08,2025-02-25,24,239,1.3,58067,2.8,0.8,0.097,2,7,26.7,0.059,2,1,9.6,0.0,2.4,2,0.704,0,0.605,-1.0,1
T00183,Romil Kaur,abramlanka@example.com,2782177746,Chennai,Villa,Tamil,22,2022-10-23,2023-10-18,12,-257,1.7,77045,1.8,1.277,0.039,5,1,15.0,0.667,1,1,7.6,0.574,7.1,0,0.722,4,0.576,0.077,0
T00184,Riya Dar,vchoudhary@example.com,05943559174,Mumbai,Apartment,Telugu,46,2021-05-26,2021-11-22,6,-952,3.1,37710,2.7,0.97,0.077,0,16,30.4,0.158,1,0,12.7,0.335,4.9,4,0.561,1,0.992,0.018,1
T00185,Ivan Jani,nchoudhary@example.com,08519514039,Hyderabad,Villa,Tamil,63,2022-12-12,2023-12-07,12,-207,1.6,51707,6.9,1.285,0.119,4,2,18.2,0.579,1,0,15.0,0.389,8.5,1,0.798,2,0.707,0.522,0
T00186,Elakshi Suri,tatakabir@example.org,5824957457,Pune,Studio,Tamil,46,2021-08-18,2022-02-14,6,-868,2.9,23366,2.4,1.381,0.114,3,0,5.7,0.914,1,0,12.8,0.724,9.6,2,0.837,10,0.855,0.316,0
T00187,Jhanvi Karnik,divyansh14@example.org,07653027830,Mumbai,3BHK,Tamil,47,2021-05-09,2023-04-29,24,-429,3.1,15339,5.7,1.11,0.173,3,13,25.7,0.256,5,1,15.5,0.241,4.2,2,0.589,0,0.673,-0.803,1
T00188,Shaan Kumar,himmatdubey@example.org,2606679929,Pune,Studio,Tamil,32,2022-10-03,2023-04-01,6,-457,1.7,36265,1.0,1.104,0.084,5,5,19.3,0.318,3,1,15.0,0.62,5.7,1,0.769,6,0.829,0.386,0
T00189,Lakshay Borde,vivaanvaidya@example.com,8038017621,Delhi,3BHK,Telugu,63,2022-12-29,2023-12-24,12,-190,1.5,41557,0.1,1.297,0.072,1,0,8.0,0.947,0,0,9.4,0.776,8.2,1,0.97,2,1.0,1.0,0
T00190,Mishti Ben,alisha44@example.org,4909393948,Pune,Apartment,Telugu,51,2022-02-02,2023-01-28,12,-520,2.4,53735,1.0,0.984,0.074,2,0,10.5,0.933,0,0,13.7,1.0,9.2,0,0.891,11,0.922,0.774,0
T00191,Ojas Singhal,saksham90@example.net,02385184142,Mumbai,Villa,Tamil,25,2022-03-06,2024-02-24,24,-128,2.3,42006,1.5,0.853,0.196,4,10,24.0,0.172,2,1,10.4,0.326,4.6,4,0.393,1,0.768,-0.613,1
T00192,Aarav Sodhi,aarush21@example.com,07023214609,Delhi,Studio,Kannada,22,2022-01-22,2022-07-21,6,-711,2.4,33055,9.4,1.081,0.134,2,0,10.5,0.933,1,1,3.0,0.925,10.0,0,0.941,9,1.0,1.0,0
T00193,Vivaan Ghose,xmaharaj@example.com,04626881116,Pune,2BHK,Tamil,36,2023-04-06,2023-10-03,6,-272,1.2,63134,0.5,0.718,0.162,2,4,27.2,0.375,2,0,15.3,0.686,5.7,2,0.967,7,0.757,0.29,1
T00194,Myra Dani,wthakkar@example.org,0063113236,Mumbai,Commercial,Tamil,57,2021-11-22,2022-11-17,12,-592,2.6,64363,11.6,1.161,0.069,5,12,23.3,0.094,4,3,8.6,0.106,4.1,3,0.613,1,0.679,-0.852,1
T00195,Dhruv Vohra,drishya65@example.com,+915557289807,Pune,Commercial,English,51,2022-10-05,2023-04-03,6,-455,1.7,21555,13.9,0.835,0.025,1,11,26.3,0.0,8,3,12.0,0.0,2.6,2,0.622,1,0.74,-0.327,1
T00196,Shalv Sarraf,navya70@example.com,+912216749817,Mumbai,Apartment,Tamil,36,2022-01-09,2022-07-08,6,-724,2.5,50931,13.3,1.371,0.066,2,0,11.5,0.935,1,1,4.4,0.874,7.6,0,1.0,7,0.993,0.429,0
T00197,Anvi Bakshi,krishnamurthygatik@example.org,+915474622347,Hyderabad,2BHK,English,29,2022-09-11,2024-08-31,24,61,1.8,60206,10.2,1.005,0.166,1,0,6.0,0.955,1,1,15.4,0.669,5.7,0,0.666,2,0.698,0.293,1
T00198,Nehmat Bakshi,agarwalnavya@example.net,05042896707,Bangalore,Apartment,Telugu,32,2021-02-17,2022-02-12,12,-870,3.4,24265,4.6,0.885,0.144,6,5,20.7,0.619,3,1,12.4,0.551,8.5,2,0.82,6,0.798,0.136,0
T00199,Raghav Tiwari,taurora@example.net,01865290951,Pune,Studio,Kannada,51,2022-01-24,2023-01-19,12,-529,2.4,26056,1.6,0.791,0.185,7,5,18.2,0.433,2,0,9.0,0.43,3.9,1,0.495,2,0.363,-0.673,0
T00200,Raunak Wali,abrambhatia@example.net,+918893425834,Mumbai,Apartment,Telugu,32,2021-07-27,2022-07-22,12,-710,2.9,44416,10.7,0.974,0.038,2,2,19.8,0.833,2,1,7.6,0.488,6.1,2,0.708,1,0.721,0.296,0
T00201,Taran Dyal,divij27@example.org,+911244171672,Bangalore,Studio,Tamil,44,2022-12-10,2023-12-05,12,-209,1.6,30417,7.3,0.873,0.04,3,4,19.7,0.421,4,2,13.5,0.388,3.8,2,0.763,4,0.595,-0.158,1
T00202,Tejas Loke,apteshanaya@example.net,09496965013,Hyderabad,Commercial,Tamil,28,2023-05-06,2023-11-02,6,-242,1.2,29928,5.4,0.722,0.124,5,5,23.3,0.0,5,2,14.3,0.0,3.7,5,0.587,0,0.594,0.162,1
T00203,Shanaya Cheema,umang19@example.org,3802006181,Mumbai,Villa,Tamil,46,2022-03-18,2023-03-13,12,-476,2.3,19701,7.3,0.704,0.083,4,7,23.5,0.357,3,1,8.3,0.204,5.3,0,0.676,2,0.584,-0.204,1
T00204,Lavanya Hayre,aggarwaldhruv@example.net,+919641668648,Pune,Commercial,English,39,2021-10-18,2023-10-08,24,-267,2.7,28321,6.3,0.987,0.025,3,0,5.7,0.909,0,0,5.8,0.821,10.0,1,0.868,2,0.776,0.815,0
T00205,Vivaan Ganesan,indrajit07@example.com,02528425957,Chennai,Studio,Tamil,59,2023-02-25,2024-02-20,12,-132,1.3,47634,11.1,0.737,0.057,3,3,19.0,0.471,1,0,10.1,0.415,6.4,2,0.712,6,0.496,0.298,1
T00206,Nitya Thakur,miraanreddy@example.com,04552612036,Pune,Studio,Hindi,22,2021-08-17,2023-08-07,24,-329,2.9,47438,1.8,0.973,0.124,6,2,14.0,0.714,4,0,13.9,0.699,4.7,6,0.793,3,0.825,0.305,0
T00207,Hiran Kurian,uthkarshgoswami@example.net,1602990760,Hyderabad,3BHK,Hindi,30,2022-10-29,2024-10-18,24,109,1.7,13587,2.7,1.196,0.111,1,0,6.0,0.952,1,0,2.1,1.0,8.8,0,1.0,6,0.935,0.813,0
T00208,Indrajit Tailor,jbahri@example.com,08486291673,Delhi,Commercial,English,24,2022-08-26,2024-08-15,24,45,1.8,60923,10.2,0.858,0.154,2,10,27.5,0.043,4,2,6.2,0.205,4.3,2,0.554,4,0.709,0.073,1
T00209,Baiju Sidhu,samairavasa@example.org,2642249388,Chennai,Commercial,English,35,2022-06-26,2022-12-23,6,-556,2.0,11177,4.3,1.28,0.09,3,1,14.8,0.8,2,0,9.7,0.743,7.4,0,0.967,4,0.822,-0.163,0
T00210,Taimur Lanka,dugarveer@example.com,06264589238,Hyderabad,Commercial,Kannada,61,2021-10-22,2022-04-20,6,-803,2.7,39640,11.7,1.314,0.061,5,0,8.2,0.848,1,0,3.1,1.0,8.2,0,0.923,4,0.82,0.992,0
